AC,priority,label-val,between_connectivity,cluster
A0A101GKQ3,False,0,0,0.0
C9YGN0,False,0,0,0.0
A0A060NWP1,False,0,0,0.0
E0N6P9,False,0,0,0.0
L7ZUS6,False,0,0,0.0
A0A0Q9US36,False,0,0,0.0
E8U924,False,0,0,0.0
A0A0G9I870,False,0,0,0.0
A0A0R3AEP3,False,0,0,0.0
W0P4B9,False,0,0,0.0
A0A0R1S8G0,False,0,0,0.0
YP_002748724,False,0,0,0.0
A0A0M3SV33,False,0,0,0.0
A0A0E1DQL1,False,0,0,0.0
R5ZE29,False,0,0,0.0
A0A0R2V8E5,False,0,0,0.0
A0A0R1QF35,False,0,0,0.0
YP_001696597,False,0,0,0.0
D7A228,False,0,0,0.0
A0A0A0IA03,False,0,0,0.0
W5ILL8,False,0,0,0.0
A0A0G1K8C4,False,0,0,0.0
N8YA55,False,0,0,0.0
A0A142JN48,False,0,0,0.0
J2DNX5,False,0,0,0.0
A0A127S5T6,False,0,0,0.0
A8U5A9,False,0,0,0.0
U1J9Q0,False,0,0,0.0
I3DZW8,False,0,0,0.0
V4QZX7,False,0,0,0.0
K0TUP1,False,0,0,0.0
J7TQG0,False,0,0,0.0
A0A127H143,False,0,0,0.0
I5ARK4,False,0,0,0.0
C6RK20,False,0,0,0.0
A0A105GQA3,False,0,0,0.0
E2NQ82,False,0,0,0.0
R7B4C4,False,0,0,0.0
A0A023Y951,False,0,0,0.0
D4KH41,False,0,0,0.0
A0A0F3IH11,False,0,0,0.0
A0A0T9REF0,False,0,0,0.0
U2EWC9,False,0,0,0.0
L7CL63,False,0,0,0.0
ZP_01172287,False,0,0,0.0
A0A085GXL6,False,0,0,0.0
R5IKR0,False,0,0,0.0
A0A0U2VPX1,False,0,0,0.0
A0A0N8NXE1,False,0,0,0.0
A0A0Q8FIG1,False,0,0,0.0
J2TNQ8,False,0,0,0.0
E8V735,False,0,0,0.0
W4V0G2,False,0,0,0.0
B8IMS5,False,0,0,0.0
G5IGR5,False,0,0,0.0
A0A0P9IX57,False,0,0,0.0
G7DIU4,False,0,0,0.0
K2MI75,False,0,0,0.0
R6B0T3,False,0,0,0.0
A0A0K9F8Q1,False,0,0,0.0
F2BDZ4,False,0,0,0.0
A0A0D1M7Z6,False,0,0,0.0
A0A075LPX5,False,0,0,0.0
A0A0S2SHF2,False,0,0,0.0
A0A074LJ66,False,0,0,0.0
A0A0V8HGH0,False,0,0,0.0
A0A0R2KCP0,False,0,0,0.0
A0A0S7C543,False,0,0,0.0
A0A089Q2X0,False,0,0,0.0
A0A0F3G9L8,False,0,0,0.0
A0A109LWJ3,False,0,0,0.0
M1ZWC0,False,0,0,0.0
A0A063XMF6,False,0,0,0.0
H0FBQ9,False,0,0,0.0
T5HPY8,False,0,0,0.0
F2BVL8,False,0,0,0.0
A0A0L6JBK1,False,0,0,0.0
S3IMM0,False,0,0,0.0
A0A0G1NKX7,False,0,0,0.0
M5EJA2,False,0,0,0.0
ZP_04055725,False,0,0,0.0
A0A127I2G4,False,0,0,0.0
A0A0A8H7H4,False,0,0,0.0
CAE16345,False,0,0,0.0
V2Y3Q9,False,0,0,0.0
K9BKU8,False,0,0,0.0
A0A0E4CY84,False,0,0,0.0
C3MCT9,False,0,0,0.0
Q3IDA4,False,0,0,0.0
R9LBC0,False,0,0,0.0
A0A157S6I2,False,0,0,0.0
D0JB33,False,0,0,0.0
A0A0L0LBU0,False,0,0,0.0
A0A0U4WRS6,False,0,0,0.0
A0A0F5QAY4,False,0,0,0.0
A0A0G3WRQ4,False,0,0,0.0
J8Y0C4,False,0,0,0.0
W0AGI6,False,0,0,0.0
A0A101LPQ0,False,0,0,0.0
X6FM54,False,0,0,0.0
A0A0N8RUF2,False,0,0,0.0
K8FWY4,False,0,0,0.0
L0A790,False,0,0,0.0
A0A023XTB4,False,0,0,0.0
A0A0E1ZMA7,False,0,0,0.0
A0A0J0YUF7,False,0,0,0.0
A0A0Q4TN50,False,0,0,0.0
U6EVW9,False,0,0,0.0
D8JRI7,False,0,0,0.0
V2V5V4,False,0,0,0.0
A0A073KAU5,False,0,0,0.0
X0Q7L1,False,0,0,0.0
A0A0N1J774,False,0,0,0.0
E5WMG4,False,0,0,0.0
A0A0X8FFP1,False,0,0,0.0
A0A085V5T3,False,0,0,0.0
A0A0L0GR96,False,0,0,0.0
A0A099SH18,False,0,0,0.0
A0A0P6RLD2,False,0,0,0.0
A0A088NP96,False,0,0,0.0
A0A105ZE26,False,0,0,0.0
G0AI93,False,0,0,0.0
A0A0N1KYZ5,False,0,0,0.0
A0A0B1R8D3,False,0,0,0.0
ZP_04049838,False,0,0,0.0
A0A0Q4MRE3,False,0,0,0.0
A0A0K2P9L1,False,0,0,0.0
A0A0D0STS1,False,0,0,0.0
K0WG10,False,0,0,0.0
A0A0Z8G0P8,False,0,0,0.0
A0A0J0UXR9,False,0,0,0.0
A0A0C1U6M3,False,0,0,0.0
A0A0M2VYH0,False,0,0,0.0
AAD21213,False,0,0,0.0
J8PYK5,False,0,0,0.0
B9BAV5,False,0,0,0.0
A0A063BIV0,False,0,0,0.0
V2TJX7,False,0,0,0.0
A0A157RNF3,False,0,0,0.0
A0A0J0UK45,False,0,0,0.0
I4N3A2,False,0,0,0.0
A0A074JHT9,False,0,0,0.0
D5Q5Y3,False,0,0,0.0
D6BIZ3,False,0,0,0.0
R5Z5U5,False,0,0,0.0
A0A068HII6,False,0,0,0.0
A0A099I281,False,0,0,0.0
V3D0Z0,False,0,0,0.0
B1Y0S1,False,0,0,0.0
A0A120FKC5,False,0,0,0.0
CAA37050.1,False,0,0,0.0
BAD10980.1,False,0,0,0.0
BAD10974.1,False,0,0,0.0
CAD56147.1,False,0,0,1.0
KPU95363.1,False,0,0,0.0
AMJ32925.1,False,0,0,0.0
AAL60061,False,0,0,0.0
AAT79355,False,0,0,0.0
AAZ04782,False,0,0,0.0
AAZ04784,False,0,0,0.0
AAZ78355,False,0,0,0.0
ACV83303,False,0,0,0.0
CAQ79275,False,0,0,0.0
ABC86904.2,False,0,0,0.0
ABG56269.1,False,0,0,0.0
CAO82104,False,0,0,0.0
ABX72227.1,False,0,0,0.0
CAP45902,False,0,0,0.0
CAP45903,False,0,0,0.0
ACA28712,False,0,0,0.0
ABC86905.1,False,0,0,0.0
BAG55487,False,0,0,0.0
ACM50952,False,0,0,0.0
ACS71746.1,False,0,0,0.0
ACS71747,False,0,0,0.0
ADI46626,False,0,0,0.0
ADN94685,False,0,0,0.0
ADM52186,False,0,0,0.0
ADM52188,False,0,0,0.0
ADM52193,False,0,0,0.0
ABC17629.2,False,0,0,0.0
ADM52194,False,0,0,0.0
ADQ43424,False,0,0,0.0
AEL00456,False,0,0,0.0
AEL00459,False,0,0,0.0
AEL00461,False,0,0,0.0
AEL31271,False,0,0,0.0
AEL31272,False,0,0,0.0
AFA52643,False,0,0,0.0
AFA52644,False,0,0,0.0
AFA52646,False,0,0,0.0
AFA52647,False,0,0,0.0
AFH88686,False,0,0,0.0
AFD54601,False,0,0,0.0
ADW54092.1,False,0,0,0.0
ABC17628.2,False,0,0,0.0
ABP87778,False,0,0,0.0
ABW03156.3,False,0,0,0.0
ABW03157,False,0,0,0.0
AGN92479,False,0,0,0.0
ACG70184,False,0,0,0.0
BAD88776.1,False,0,0,0.0
ABF47470,False,0,0,0.0
ABU52984,False,0,0,0.0
AFZ85132,False,0,0,0.0
YP_008047252,False,0,0,0.0
AGH56075,False,0,0,0.0
AJA36815,False,0,0,0.0
ABS30107.1,False,0,0,0.0
AFR46589.1,False,0,0,0.0
AFU25658.1,False,0,0,0.0
AEG74318.1,False,0,0,0.0
AHE41345.1,False,0,0,0.0
ABX72042.1,False,0,0,0.0
ABO93588.1,False,0,0,0.0
BAJ09383.1,False,0,0,1.0
BAN04737.1,False,0,0,0.0
AGL43632.1,False,0,0,0.0
AHY03238.1,False,0,0,0.0
AFR46590.1,False,0,0,0.0
AAQ10694.1,False,0,0,1.0
AGL43626.1,False,0,0,0.0
AHF20043.1,False,0,0,0.0
AEL00450.1,False,0,0,0.0
AFY16910.1,False,0,0,0.0
AGL43631.1,False,0,0,0.0
AGT59159.1,False,0,0,0.0
AFR46587.1,False,0,0,0.0
AGL43630.1,False,0,0,0.0
AGL43625.1,False,0,0,0.0
ABV66096.1,False,0,0,0.0
ABP88094.1,False,0,0,0.0
AFU25656.1,False,0,0,0.0
ACK75961.1,False,0,0,0.0
AFR46588.1,False,0,0,0.0
AGL43628.1,False,0,0,0.0
AHE41344.1,False,0,0,0.0
ADI81040.1,False,0,0,0.0
AAC36944.1,False,0,0,0.0
AHX97725.1,False,0,0,0.0
BAN04743.1,False,0,0,0.0
NP_358969.1,False,0,0,0.0
NP_358469.1,False,0,0,0.0
AAZ42322.1,False,0,0,0.0
AAL82403.1,False,0,0,1.0
CAA55486.1,False,0,0,0.0
WP_004025678.1,False,0,0,0.0
CAC29514.1,False,0,0,1.0
AKJ52802.1,False,0,0,0.0
BAA37152.1,False,0,0,0.0
AJK71171.1,False,0,0,1.0
AJF82744.1,False,0,0,1.0
ALJ89624.1,False,0,0,0.0
EDK74221,False,0,0,0.0
ACE95087,False,0,0,0.0
AAK38457,False,0,0,1.0
ZP_02707994,False,0,0,0.0
ZP_00989608,False,0,0,0.0
NP_415632.1,False,0,0,0.0
YP_002037607,False,0,0,0.0
A0QSY0,False,0,0,0.0
CAR68723,False,0,0,0.0
ZP_01811734,False,0,0,0.0
YP_906603,False,0,0,0.0
EDK66453,False,0,0,0.0
YP_002742650,False,0,0,0.0
YP_002394666,False,0,0,0.0
YP_001478290,False,0,0,0.0
YP_001849482,False,0,0,0.0
BAE92853,False,0,0,1.0
Q87K03,False,0,0,0.0
ZP_01063069,False,0,0,0.0
YP_001694417,False,0,0,0.0
ZP_01819864,False,0,0,0.0
ACO83422.1,False,0,0,1.0
CAH17152.1,False,0,0,0.0
AAO79891.1,False,0,0,1.0
NP_253651.1,False,0,0,0.0
AAO81397.1,False,0,0,1.0
NP_274400.1,False,0,0,1.0
CBW29606.1,False,0,0,1.0
BAH73495.1,False,0,0,1.0
WP_023356657.1,False,0,0,1.0
WP_000202252.1,False,0,0,0.0
NP_358692.1,False,0,0,1.0
ABQ54809.1,False,0,0,1.0
AAO04716.1,False,0,0,1.0
WP_012683793.1,False,0,0,1.0
CAA94712.1,False,0,0,0.0
YP_499066.1,False,0,0,1.0
WP_000819096.1,False,0,0,1.0
AAA24297.1,False,0,0,0.0
AEL00447.1,False,0,0,0.0
WP_000819066.1,False,0,0,1.0
ADU81552.1,False,0,0,1.0
ABB63227.1,False,0,0,0.0
WP_000202263.1,False,0,0,0.0
AEE66656.1,False,0,0,0.0
AEL00449.1,False,0,0,0.0
ACH50233.1,False,0,0,0.0
NP_312865.1,False,0,0,1.0
WP_011764800.1,False,0,0,1.0
CAB11783.1,False,0,0,1.0
WP_000819088.1,False,0,0,1.0
CCQ19309.1,False,0,0,1.0
WP_000819067.1,False,0,0,1.0
WP_001289562.1,False,0,0,1.0
WP_001289560.1,False,0,0,1.0
WP_000202262.1,False,0,0,0.0
WP_001289569.1,False,0,0,1.0
AGS60938.1,False,0,0,0.0
AEE66364.1,False,0,0,1.0
WP_000116442.1,False,0,0,1.0
WP_001289546.1,False,0,0,1.0
YP_002344422.1,False,0,0,1.0
ABB62496.1,False,0,0,1.0
WP_011767147.1,False,0,0,0.0
CAH15608.1,False,0,0,1.0
ABQ57180.1,False,0,0,0.0
AEY90465.1,False,0,0,1.0
ABG12898.1,False,0,0,1.0
AFK58771.1,False,0,0,1.0
WP_000819100.1,False,0,0,1.0
ACO84027.1,False,0,0,1.0
WP_001289553.1,False,0,0,1.0
CBA27171.1,False,0,0,0.0
WP_001152989.1,False,0,0,1.0
WP_012503694.1,False,0,0,1.0
ABR78057.1,False,0,0,1.0
WP_011246831.1,False,0,0,1.0
WP_000116444.1,False,0,0,1.0
ABS43870.1,False,0,0,1.0
CBA33605.1,False,0,0,0.0
CBA32359.1,False,0,0,1.0
AEU11363.1,False,0,0,0.0
ACA23029.1,False,0,0,0.0
AAK40353.1,False,0,0,0.0
AAS76334.1,False,0,0,0.0
ABO47752.1,False,0,0,0.0
WP_000622778.1.,False,0,0,1.0
WP_011342944.1.,False,0,0,0.0
ACN22662.1,False,0,0,0.0
AMQ12639.1,False,0,0,0.0
WP_046181458.1,False,0,0,0.0
WP_064907052.1,False,0,0,0.0
AHK10254.1,False,0,0,0.0
CAG34239.1,False,0,0,0.0
AAS18386.1,False,0,0,0.0
WP_053276349.1,False,0,0,0.0
WP_052925775.1,False,0,0,0.0
WP_031989990.1,False,0,0,0.0
WP_032164557.1,False,0,0,0.0
AMP48605.1,False,0,0,0.0
WP_058662444.1,False,0,0,0.0
WP_046612238.1,False,0,0,0.0
AAO15536.1,False,0,0,0.0
WP_050956219.1,False,0,0,0.0
CAE81271.1,False,0,0,0.0
ABP68837,False,0,0,0.0
WP_025518018.1,False,0,0,0.0
WP_032944434.1,False,0,0,0.0
WP_052484405.1,False,0,0,0.0
WP_058576636.1,False,0,0,0.0
WP_034732386.1,False,0,0,0.0
WP_039227222.1,False,0,0,0.0
WP_025265915.1,False,0,0,0.0
WP_027069939.1,False,0,0,0.0
WP_009836365.1,False,0,0,0.0
ACN22665.1,False,0,0,0.0
ACN22676.1,False,0,0,0.0
ACN22630.1,False,0,0,0.0
WP_048269931.1,False,0,0,0.0
ACS73678.1,False,0,0,0.0
WP_022951155.1,False,0,0,0.0
WP_047135584.1,False,0,0,0.0
ACN22626.1,False,0,0,0.0
ACS73595.1,False,0,0,0.0
WP_049237932.1,False,0,0,0.0
WP_043106116.1,False,0,0,0.0
WP_015059047.1,False,0,0,0.0
ARF19224.1,False,0,0,0.0
AMJ70645.1,False,0,0,0.0
KZQ37978.1,False,0,0,0.0
CZU17723.1,False,0,0,0.0
EWG75371.1,False,0,0,0.0
AKI82195.1,False,0,0,0.0
AKO62869.1,False,0,0,0.0
AKO62872.1,False,0,0,0.0
AND62509.1,False,0,0,0.0
AOE23835.1,False,0,0,0.0
ATU31384.1,False,0,0,0.0
ABC17630.3,False,0,0,0.0
AEL00452.2,False,0,0,0.0
BAJ42218.1,False,0,0,1.0
AFC91828,False,0,0,0.0
AAF04736,False,0,0,0.0
AFG41385,False,0,0,0.0
CBJ02047.1,False,0,0,1.0
AAK14791,False,0,0,1.0
AFQ67211,False,0,0,1.0
AFB78806,False,0,0,0.0
CAB46491.1,False,0,0,0.0
AAF86696,False,0,0,0.0
ABP49606,False,0,0,0.0
ABZ81086,False,0,0,0.0
CAC85157,False,0,0,0.0
ACJ05689,False,0,0,0.0
ACJ05686,False,0,0,0.0
ACJ05688,False,0,0,0.0
CBI75448,False,0,0,0.0
AFU25650,False,0,0,0.0
AFU25647,False,0,0,0.0
AFU25653,False,0,0,0.0
BAM34463,False,0,0,0.0
AAC09015,False,0,0,0.0
CAG25812,False,0,0,0.0
CAG25815,False,0,0,0.0
CAJ19599,False,0,0,0.0
CAJ19601,False,0,0,0.0
CAJ19603,False,0,0,0.0
CAJ19606,False,0,0,0.0
CAJ19607,False,0,0,0.0
CAP12353,False,0,0,0.0
CAP12354.2,False,0,0,0.0
ACL68096,False,0,0,0.0
ACL68095,False,0,0,0.0
ACN65419,False,0,0,0.0
CAJ19612,False,0,0,0.0
CAJ19618,False,0,0,0.0
CAJ19620,False,0,0,0.0
CAG25831,False,0,0,0.0
AAZ79403,False,0,0,0.0
CAP12357,False,0,0,0.0
CAP12358,False,0,0,0.0
CAP12359,False,0,0,0.0
CAP12360,False,0,0,0.0
AET86558,False,0,0,0.0
AFK80349,False,0,0,0.0
AFB82585,False,0,0,0.0
AEX08599,False,0,0,0.0
AFS33103,False,0,0,0.0
BAM84089,False,0,0,0.0
AGU91756,False,0,0,0.0
AGT37351,False,0,0,0.0
BAO79439,False,0,0,0.0
BAQ02518,False,0,0,0.0
AKF43458,False,0,0,0.0
AKZ20823,False,0,0,0.0
CAC33434,False,0,0,0.0
AAO42602,False,0,0,0.0
AAU95779,False,0,0,0.0
ABQ57390,False,0,0,0.0
AFJ79785,False,0,0,0.0
ACJ05687,False,0,0,0.0
CAA71326,False,0,0,0.0
AAO84036,False,0,0,0.0
CAB82578,False,0,0,0.0
ACA30419,False,0,0,0.0
ACI89425,False,0,0,0.0
ACS44784,False,0,0,0.0
AGH56079,False,0,0,0.0
AAN63647,False,0,0,0.0
ADM26831,False,0,0,0.0
ABW05394,False,0,0,0.0
AAT90846,False,0,0,0.0
BAL14456,False,0,0,1.0
BAA23130,False,0,0,0.0
WP_024531368,False,0,0,1.0
ACO57220,False,0,0,0.0
AAK63223,False,0,0,0.0
AAB72007,False,0,0,0.0
AAK83220,False,0,0,0.0
ADO51656,False,0,0,0.0
ADW20349,False,0,0,0.0
ABQ10556,False,0,0,0.0
CAA63714,False,0,0,0.0
AAU89132,False,0,0,0.0
ACE77058,False,0,0,0.0
ACN22483,False,0,0,0.0
ADU79020,False,0,0,0.0
AFE02728.1,False,0,0,0.0
BAP39824,False,0,0,0.0
AEN02811,False,0,0,0.0
ACL01102,False,0,0,0.0
ABY91240,False,0,0,0.0
ACB71165,False,0,0,0.0
ACE62798,False,0,0,0.0
ACM91559,False,0,0,0.0
ACS35345,False,0,0,0.0
ADH95186,False,0,0,0.0
AEA73284,False,0,0,0.0
AEA73285,False,0,0,0.0
AFV48348,False,0,0,0.0
AGF70638,False,0,0,0.0
AGJ01154,False,0,0,0.0
AIX87991,False,0,0,0.0
AKQ06274,False,0,0,0.0
CAB75346,False,0,0,1.0
CAA55007,False,0,0,0.0
CAA40146,False,0,0,1.0
AAK96394,False,0,0,0.0
CAP72547,False,0,0,0.0
ABO21411,False,0,0,0.0
ABO21414,False,0,0,0.0
AAG29763,False,0,0,0.0
AAG29765,False,0,0,0.0
AAS78754,False,0,0,0.0
CAJ32373,False,0,0,0.0
BAJ05825,False,0,0,0.0
ACZ65152,False,0,0,0.0
ACZ65153,False,0,0,0.0
ADA13241,False,0,0,0.0
ADK25050,False,0,0,0.0
ADK25051,False,0,0,0.0
ADK25052,False,0,0,0.0
ADK38716,False,0,0,0.0
BAJ14288,False,0,0,0.0
ADH03007,False,0,0,0.0
BAD26594,False,0,0,0.0
BAA77393,False,0,0,0.0
AAK27847,False,0,0,0.0
BAL45798,False,0,0,0.0
AAT48071,False,0,0,0.0
AEI54179,False,0,0,0.0
ADI49236,False,0,0,0.0
BAB72072,False,0,0,0.0
AER27704,False,0,0,0.0
CAE48334,False,0,0,0.0
BAJ19094.1,False,0,0,0.0
BAD89185,False,0,0,0.0
BAD89802,False,0,0,0.0
ABY60377,False,0,0,0.0
AEH41427,False,0,0,0.0
ADT63777,False,0,0,0.0
AEN75249,False,0,0,0.0
AEU17778,False,0,0,0.0
BAP75826,False,0,0,0.0
AFO59566,False,0,0,0.0
AFP97028,False,0,0,0.0
BAA08930.1,False,0,0,0.0
BAM62794,False,0,0,0.0
BAM62795,False,0,0,0.0
BAM62793,False,0,0,0.0
BAM98935,False,0,0,0.0
BAM98942,False,0,0,0.0
AKO63210,False,0,0,0.0
BAQ56016,False,0,0,0.0
BAR80870,False,0,0,0.0
AAA93461.1,False,0,0,0.0
ACX71212,False,0,0,0.0
AHE78014,False,0,0,0.0
AIY69088,False,0,0,0.0
AAL26797,False,0,0,0.0
AAL26995,False,0,0,0.0
AAL26996,False,0,0,0.0
CAD60968,False,0,0,0.0
CAD60969,False,0,0,0.0
CAD60970,False,0,0,0.0
CAD60972,False,0,0,0.0
AAF04458,False,0,0,1.0
AAF89152,False,0,0,1.0
AAF89147,False,0,0,1.0
AAF89148,False,0,0,1.0
AAF89153,False,0,0,1.0
AAQ54756,False,0,0,1.0
AAT68576,False,0,0,1.0
AAT68579,False,0,0,1.0
AAT68580,False,0,0,1.0
AAT68582,False,0,0,1.0
AAV65595,False,0,0,1.0
ACZ72746,False,0,0,1.0
AAY53478,False,0,0,1.0
CAQ53840,False,0,0,1.0
ADN96169,False,0,0,1.0
AAK58421,False,0,0,1.0
AAR97270.1,False,0,0,1.0
BAD08689,False,0,0,1.0
AAR97271,False,0,0,1.0
AAK18183,False,0,0,1.0
AAY43207,False,0,0,1.0
ACS73598,False,0,0,1.0
AEO12975,False,0,0,1.0
CBG22732,False,0,0,1.0
ADC91899.1,False,0,0,1.0
ADJ94120,False,0,0,1.0
ADZ48685,False,0,0,1.0
AEX59144,False,0,0,1.0
AEZ05107.1,False,0,0,1.0
AFK80745,False,0,0,1.0
AFU25739,False,0,0,1.0
AGT20529,False,0,0,1.0
BAP75641,False,0,0,1.0
CAA54602,False,0,0,0.0
CAA71325,False,0,0,0.0
CAA71947,False,0,0,0.0
AAG12974,False,0,0,0.0
CAG28257,False,0,0,0.0
ADK73994,False,0,0,0.0
CAB61635,False,0,0,0.0
CAB61639,False,0,0,0.0
CAB61641,False,0,0,0.0
CAB61645,False,0,0,0.0
AAB81957,False,0,0,0.0
AAL86999,False,0,0,0.0
AAN32638,False,0,0,0.0
AAG36927,False,0,0,0.0
AAR87489,False,0,0,0.0
AEL22919,False,0,0,0.0
ADT91161,False,0,0,0.0
CAA90890,False,0,0,1.0
CAA90891,False,0,0,1.0
AFI56422,False,0,0,0.0
AAL55262,False,0,0,0.0
BAL40892,False,0,0,0.0
BAL40894,False,0,0,0.0
BAL40895,False,0,0,0.0
AAR06587,False,0,0,0.0
ABK58097,False,0,0,0.0
AKD43328,False,0,0,0.0
AAP79046,False,0,0,0.0
AAP79049,False,0,0,0.0
ADK47391,False,0,0,0.0
AAF23816,False,0,0,0.0
AAF23817,False,0,0,0.0
BAA23131,False,0,0,0.0
AAP93850,False,0,0,0.0
CAB55427,False,0,0,0.0
AAL85333,False,0,0,0.0
CAC87665,False,0,0,1.0
ABS29619,False,0,0,0.0
BAC76072,False,0,0,0.0
AAM63403,False,0,0,1.0
CAB76925,False,0,0,0.0
AAA21535,False,0,0,0.0
AAA21533,False,0,0,0.0
CBX07044,False,0,0,0.0
AAO83986,False,0,0,0.0
CAA52618,False,0,0,0.0
ADB56658,False,0,0,0.0
AAF61147,False,0,0,0.0
AAR20595,False,0,0,0.0
AAG44836,False,0,0,0.0
CAB96921,False,0,0,1.0
BAI66131,False,0,0,1.0
CAA71441,False,0,0,1.0
CAD69003,False,0,0,1.0
BAE75889,False,0,0,1.0
CDH98053,False,0,0,1.0
CAC33832,False,0,0,1.0
AAL57765,False,0,0,0.0
AAP97132,False,0,0,1.0
NP_214233.1,False,0,0,1.0
NP_213666.1,False,0,0,1.0
AAP69913,False,0,0,1.0
AAP69914,False,0,0,1.0
AAP69915,False,0,0,1.0
AAP97129,False,0,0,1.0
F7RN35,False,0,0,0.0
ADF36549,False,0,0,1.0
CAA45828,False,0,0,0.0
CAA41038,False,0,0,0.0
AAO33760,False,0,0,0.0
CAA46344,False,0,0,0.0
AAB59975.1,False,0,0,0.0
AAW66604,False,0,0,0.0
AAA25053,False,0,0,0.0
CAO98721.1,False,0,0,0.0
CAA46346,False,0,0,0.0
CAA74912,False,0,0,0.0
ACB22021,False,0,0,0.0
AAN61404.1,False,0,0,0.0
CAA76795,False,0,0,0.0
ADC80822,False,0,0,0.0
AAC36883,False,0,0,0.0
AAC32891.1,False,0,0,0.0
CAC43180,False,0,0,0.0
CAD24670,False,0,0,0.0
ADL13944,False,0,0,0.0
AGE11905,False,0,0,0.0
AAC32889,False,0,0,0.0
CAA71323,False,0,0,0.0
CAA71324,False,0,0,0.0
CAA73933,False,0,0,0.0
AAD22538,False,0,0,0.0
AAD22539,False,0,0,0.0
ABB97007,False,0,0,0.0
ACJ43254,False,0,0,0.0
AAD45935,False,0,0,0.0
AAK17194,False,0,0,0.0
AAD33116,False,0,0,0.0
CAB92324,False,0,0,0.0
AAF01046,False,0,0,0.0
AAL03985,False,0,0,0.0
AAN05028,False,0,0,0.0
AAF05614,False,0,0,0.0
AAF05612,False,0,0,0.0
AAF05611,False,0,0,0.0
AAM15527,False,0,0,0.0
AAL29434,False,0,0,0.0
AAL29435,False,0,0,0.0
AAL29436,False,0,0,0.0
CAC43229,False,0,0,0.0
CAC43230,False,0,0,0.0
AAG44570,False,0,0,0.0
AAK30619,False,0,0,0.0
BAB16308,False,0,0,0.0
CAC85660,False,0,0,0.0
CAC67290,False,0,0,0.0
AAK85244,False,0,0,0.0
AAK85245,False,0,0,0.0
AAK85243,False,0,0,0.0
AAM18924,False,0,0,0.0
AAK33121,False,0,0,0.0
AAM61952,False,0,0,0.0
AAM61953,False,0,0,0.0
AAM52207,False,0,0,0.0
AAM28884,False,0,0,0.0
AAT46413,False,0,0,0.0
AAN05027,False,0,0,0.0
AAL77062,False,0,0,0.0
AAS89982,False,0,0,0.0
AAS89984,False,0,0,0.0
AAN04881,False,0,0,0.0
AAN05026,False,0,0,0.0
AAN05029,False,0,0,0.0
AAO85882,False,0,0,0.0
AAQ98890,False,0,0,0.0
AAQ93490,False,0,0,0.0
AAQ93491,False,0,0,0.0
AAT45742,False,0,0,0.0
AAR89358,False,0,0,0.0
AAQ57123,False,0,0,0.0
CAI29263,False,0,0,0.0
AAR10958,False,0,0,0.0
AAR84298,False,0,0,0.0
AAS79107,False,0,0,0.0
AEY16488,False,0,0,0.0
AAV83795,False,0,0,0.0
CAL08007,False,0,0,0.0
AAW47922,False,0,0,0.0
AAZ23494,False,0,0,0.0
AAX56615,False,0,0,0.0
ABD60314,False,0,0,0.0
AAY85632,False,0,0,0.0
ABB72432,False,0,0,0.0
AAZ14083,False,0,0,0.0
ABB84515,False,0,0,0.0
CAJ32372,False,0,0,0.0
ABC96711,False,0,0,0.0
CAJ66089,False,0,0,0.0
ABI74448,False,0,0,0.0
ABI74447,False,0,0,0.0
AGA83484,False,0,0,0.0
ACO07310,False,0,0,0.0
CAJ39390.1,False,0,0,0.0
ABM54869,False,0,0,0.0
ABM54870,False,0,0,0.0
ABO64442,False,0,0,0.0
ABX71157,False,0,0,0.0
ACJ04051,False,0,0,0.0
ACR22829,False,0,0,0.0
ACP18864,False,0,0,0.0
ADA79631,False,0,0,0.0
CBJ06718,False,0,0,0.0
CAA65888,False,0,0,0.0
ADR71220,False,0,0,0.0
ADM61585,False,0,0,0.0
AEL17198,False,0,0,0.0
AEL79515,False,0,0,0.0
AEL88240,False,0,0,0.0
AFC75523,False,0,0,0.0
AFC75524,False,0,0,0.0
AFC75525,False,0,0,0.0
BAL68178,False,0,0,0.0
AFN69127,False,0,0,0.0
AFS44742,False,0,0,0.0
AGZ20205,False,0,0,0.0
AGK82336,False,0,0,0.0
AGK40892,False,0,0,0.0
AGL39384,False,0,0,0.0
AGW25367,False,0,0,0.0
AHA80960,False,0,0,0.0
AHA58207,False,0,0,0.0
AJO16044,False,0,0,0.0
AJO16045,False,0,0,0.0
AHJ78622,False,0,0,0.0
AIS39742,False,0,0,0.0
AIW68620,False,0,0,0.0
AAP93849,False,0,0,0.0
CAA63264,False,0,0,0.0
CAO91853,False,0,0,0.0
CAB50867,False,0,0,0.0
CAB36902,False,0,0,0.0
CAB36900,False,0,0,0.0
AAD50818,False,0,0,0.0
BAB72158,False,0,0,0.0
AAM90334,False,0,0,0.0
AAK59980,False,0,0,0.0
AAQ16660,False,0,0,0.0
ACC60954,False,0,0,0.0
CAD88477,False,0,0,0.0
CAX33921,False,0,0,0.0
AAS13399,False,0,0,0.0
AAU95778,False,0,0,0.0
BAE48233,False,0,0,0.0
AAX58682,False,0,0,0.0
ABD94117,False,0,0,0.0
ABN69070,False,0,0,0.0
ACA30420,False,0,0,0.0
BAF56185,False,0,0,0.0
ACA30421,False,0,0,0.0
ABQ51091,False,0,0,0.0
ABS12248,False,0,0,0.0
ABS12249,False,0,0,0.0
ABR18736,False,0,0,0.0
